nts_name	scale	edition	edition_note	province	sheet_name	east_west	utm_zone	style	year_valid	year_print	notes	multiple_sheets	copy	condition	Column 16
001F06	50.0	1.0		NS	Chedabucto Bay	w	20.0	p		1955.0
024K03	50.0	1.0		QC	Lac Thévenet	e	19.0	m	1949.0	1958.0				yellowing, minor creases-folds to bottom border ;
024K03	50.0	1.0		QC	Lac Thévenet	w	19.0	m	1949.0	1958.0				minor yellowing, minor creases-folds to bottom border ;
024K04	50.0	2.0			Lac Gerido		19.0	p		1983.0
024K04	50.0	1.0		QC	Lac Gerido	e	19.0	m	1949.0	1958.0			c.1-2	c.2 wear-yellowing to borders ;
024K04	50.0	1.0		QC	Lac Gerido	w	19.0	m	1949.0	1958.0			c.1-2
024K05	50.0	1.0			Lac Harveng	e	19.0
024K05	50.0	1.0			Lac Harveng	w	19.0	p		1957.0
024K06	50.0	2.0			Lac de Freneuse		19.0	p		1983.0
024K06	50.0	1.0	Provisional  ;	QC	Lac de Freneuse		19.0	m	1949.0	1960.0				deformation left border ;
024K07	50.0	1.0	Provisional  ;	QC	Diana Lake		19.0	m	1949.0	1960.0	edited to Diana Lake from Lac Diana, per map in hand ;			deformation left border, fold to top left corner ;
024K07	50.0	2.0			Lac Diana		19.0	p		1983.0
024K08	50.0	2.0			Île Hendry		19.0	p		1983.0
024K08	50.0	1.0	Provisional  ;	QC	Île Hendry		19.0	p	1949.0	1960.0				minor yellowing and minor creases-folds bottom border ;
024K09	50.0	1.0			Anchor Island	e	19.0	p		1958.0
024K09	50.0	1.0			Anchor Island	w	19.0
024K10	50.0	1.0			Lac Du Basalte	e	19.0	p		1958.0
024K10	50.0	1.0			Lac Du Basalte	w	19.0
024K11	50.0	1.0			Lac Ballantyne		19.0	p		1982.0
024K12	50.0	1.0		QC	Deep Harbour	e	19.0	m	1949.0	1957.0	edited to Deep Harbour from Tasiujaq, per map in hand ;
024K12	50.0	1.0		QC	Deep Harbour	w	19.0	m	1949.0	1957.0	edited to Deep Harbour from Tasiujaq, per map in hand ;
024K12	50.0	2.0			Tasiujaq		19.0	p		1997.0
024K13	50.0	2.0			North Arm		19.0	p		1983.0
024K13	50.0	1.0		QC	North Arm	e	19.0	m	1948.0	1958.0
024K13	50.0	1.0		QC	North Arm	w	19.0	m	1948.0	1958.0
024K14	50.0	1.0			Détroit Island	e	19.0
024K14	50.0	1.0			Détroit Island	w	19.0	p		1958.0
024K15	50.0	1.0	Provisional  ;	QC	Kaslak Lake		19.0	m	1949.0	1960.0	edited to Kaslak Lake from Lake Kaslak, per map in hand ;			yellowing, stain bottom border ;
024K15	50.0	2.0			Lac Kaslak		19.0	p		1983.0
024K16	50.0	2.0			Pointe Ragged		19.0	p		1983.0
024K16	50.0	1.0		QC	Ragged Point	e	19.0	m	1949.0	1957.0
024K16	50.0	1.0		QC	Ragged Point	w	19.0	m	1949.0	1957.0	edited to Ragged Point from Pointe Ragged, per map in hand ;			minor yellowing ;
024L01	50.0	1.0		QC	Bones Lake	e	19.0	m	1949.0	1958.0	edited to Bones Lake from Lac Jourdan, per map in hand ;
024L01	50.0	1.0		QC	Bones Lake	w	19.0	m	1949.0	1958.0	edited to Bones Lake from Lac Jourdan, per map in hand ;
024L01	50.0	2.0			Lac Jourdan		19.0	p		1983.0
024L02	50.0	2.0			Lac Dufreboy		19.0	p		1983.0
024L02	50.0	1.0	Provisional  ;	QC	Lac Dufreboy		19.0	m	1949.0	1960.0				stain bottom border ;
024L03	50.0	1.0			Lac Carlier		19.0	m		1978.0
024L04	50.0	1.0			Rivière Qijuttuuq		19.0	m		1978.0
024L05	50.0	1.0			Rivière Cohade		19.0	m		1978.0
024L06	50.0	1.0			Ruisseau Boulain		19.0	m		1978.0
024L07	50.0	2.0			Lac Hérault		19.0	p		1983.0
024L07	50.0	1.0	Provisional  ;	QC	Lac Hérault		19.0	m	1949.0	1959.0
024L08	50.0	1.0		QC	Finger Lake	e	19.0	m	1949.0	1958.0	edited to Finger Lake from Lac Dusay, per map in hand ;			yellowing ;
024L08	50.0	1.0		QC	Finger Lake	w	19.0	m	1949.0	1958.0	edited to Finger Lake from Lac Dusay, per map in hand ;			yellowing, minor folds top border ;
024L08	50.0	2.0			Lac Dusay		19.0	p		1983.0
024L09	50.0	1.0			Lac Du Canot	e	19.0	p		1984.0
024L09	50.0	1.0			Lac Du Canot	w	19.0
024L10	50.0	2.0			Lac Dulhut		19.0	p		1983.0
024L10	50.0	1.0	Provisional  ;	QC	Lac Dulhut		19.0	m	1949.0	1959.0				creases-folds bottom border ;
024L11	50.0	1.0			Lac Viennaux		19.0	m		1978.0
024L12	50.0	1.0			Lac Billeron		19.0	m		1978.0
024L13	50.0	1.0			Lac Lugerat		19.0	m		1978.0
024L14	50.0	1.0			Lac Guerestin		19.0	m		1978.0
024L15	50.0	2.0			Lac Guenyveau		19.0	p		1983.0
024L15	50.0	1.0	Provisional  ;	QC	Lac Guenyveau		19.0	m	1949.0	1959.0				minor creases-folds bottom border, yellowing to periphery ;
024L16	50.0	2.0			Lac Fanfan		19.0	p		1983.0
024L16	50.0	1.0		QC	Mannik Lake	e	19.0	m	1949.0	1958.0	edited to Mannik Lake from Lac Fanfan, per map in hand ;			yellowing, minor creases bottom border ;
024L16	50.0	1.0		QC	Mannik Lake	w	19.0	m	1949.0	1958.0	edited to Mannik Lake from Lac Fanfan, per map in hand ;			yellowing, minor creases bottom border ;
024M01	50.0	1.0			Lac Ford		19.0	p		1959.0
024M02	50.0	1.0			Lac Pajot		19.0	p		1959.0
024M03	50.0	1.0			Lac Clovis		19.0	m		1979.0
024M04	50.0	1.0			Lac Ney		19.0	m		1979.0
024M05	50.0	1.0			Lac Rivier		19.0	m		1979.0
024M06	50.0	1.0			Lac Troie		19.0	m		1979.0
024M07	50.0	1.0			Lac Belloy		19.0	p		1960.0
024M08	50.0	1.0			Lac Saint Fond		19.0	p		1960.0
024M09	50.0	1.0			Rivière Lefroy		19.0	p		1960.0
024M10	50.0	1.0			Lac Peters		19.0	p		1960.0
024M11	50.0	1.0			Lac Curotte		19.0	m		1978.0
024M12	50.0	1.0			Lac Desclaux		19.0	m		1978.0
024M13	50.0	1.0			Cap Qilummijuq		19.0	m		1978.0
024M14	50.0	1.0			Lac Gorribon		19.0	m		1978.0
024M15	50.0	1.0			Lac de Thury		19.0	p		1960.0
024M16	50.0	1.0			Lac Morgan	e	19.0	p		1960.0
024M16	50.0	1.0			Lac Morgan	w	19.0
024N02	50.0	1.0			Gyrfalcon Islands		19.0	p		1960.0
024N03	50.0	1.0			Ikattok Bay		19.0	p		1960.0
024N04	50.0	1.0			Lac Voltz		19.0	p		1982.0
024N05	50.0	2.0			Aupaluk		19.0	p		1997.0
024N05	50.0	1.0		QC	Merganser Cove	e	19.0	m	1953.0	1959.0	edited to Merganser Cove from Aupaluk, per map in hand ;			minor yellowing, minor creases-folds bottom border, minor marks right border ;
024N05	50.0	1.0		QC	Merganser Cove	w	19.0	m	1953.0	1959.0	edited to Merganser Cove from Aupaluk, per map in hand ;			minor yellowing, minor creases-folds and pencil mark bottom border ;
024N06	50.0	1.0			Anse de Villiers		19.0	p		1959.0
024N12	50.0	1.0			Baie de Bonnard		19.0	p		1960.0
024N13	50.0	1.0			Baie Brochant		19.0	p		1982.0
024P01	50.0	2.0			Komaktorvik Lakes		20.0	p		1982.0
024P01	50.0	1.0	Provisional  ;	QC/NL	Komaktorvik Lakes		20.0	m	1950.0	1960.0				major fold, yellowing and minor folds bottom border ;
024P02	50.0	1.0			Lac Malchelosse		20.0	m		1973.0
024P03	50.0	1.0			Rivière Abrat		20.0	p		1973.0
024P04	50.0	1.0			Keglo Bay		20.0	p		1982.0
024P05	50.0	1.0			Cap Kattaktoc		20.0	p		1982.0
024P06	50.0	1.0			Fjord Alluviaq		20.0	m		1982.0
024P07	50.0	1.0			Mont Jacques Rousseau		20.0	p		1982.0
024P08	50.0	2.0			Tower Mountain		20.0	p		1982.0
024P08	50.0	1.0	Provisional  ;	QC/NL	Tower Mountain		20.0	m	1950.0	1961.0				minor yellowing to periphery ;
024P09	50.0	2.0			Ryans Bay		20.0	p		1982.0
024P09	50.0	1.0	Provisional  ;	QC/NL	Ryans Bay		20.0	m	1950.0	1960.0				minor yellowing, minor creases-folds to periphery ;
024P10	50.0	1.0			Lac de Lorière		20.0	p		1982.0
024P10	50.0	1 mce	Provisional  ;	QC/NL	Lac de Lorière		20.0	m	1955.0	1972.0				two long rolled folds left border and minor creasing to bottom border ;
024P11	50.0	1.0			Rivière Lepers		20.0	p		1982.0
024P14	50.0	1.0			Bell Inlet		20.0	m		1982.0
024P15	50.0	1.0			Lac Baret		20.0	p		1982.0
024P16	50.0	1.0			Eclipse Harbour		20.0	p		1960.0
025A01	50.0	1.0			Home Island	e	20.0	p		1961.0
025A01	50.0	1.0			Home Island	w	20.0
025A02	50.0	2.0			Ikkudliayuk Fiord	e	20.0	p		1982.0
025A02	50.0	2.0			Ikkudliayuk Fiord	w	20.0
025A02	50.0	1.0	Provisional  ;	QC/NL	Ikkudliayuk Fiord	e	20.0	m	1950.0	1960.0
025A02	50.0	1.0	Provisional  ;	QC/NL	Ikkudliayuk Fiord	w	20.0	m	1950.0	1960.0
025A03	50.0	1.0			Singer Inlet	e	20.0	p		1982.0
025A07	50.0	1.0	Provisional  ;	QC/NL	Killinek Island	e	20.0	m	1950.0	1961.0	edited to Killinek Island from Killiniq Island, per hand in hand ;			minor yellowing-greying ;
025A07	50.0	1.0	Provisional  ;	QC/NL	Killinek Island	w	20.0	m	1950.0	1961.0	edited to Killinek Island from Killiniq Island, per hand in hand ;			minor yellowing-greying ;
025A07	50.0	2.0			Killiniq Island	e	20.0	p		1982.0
025A07	50.0	2.0			Killiniq Island	w	20.0
025A08	50.0	2.0			Cape Chidley	w	20.0	p		1975.0
025A08	50.0	1.0			Cape Chidley	w	20.0
025A10	50.0	1.0			Button Islands	e	20.0	p		1961.0
025A10	50.0	1.0			Button Islands	w	20.0
025B05	50.0	1.0			Hanham Hill		19.0	m		2001.0
025B12	50.0	1.0			Hell Point		19.0	m		2001.0
025C01	50.0	1.0			Clutterbuck Head		19.0	m		2001.0
025C04	50.0	1.0			Kyak Bay	e	19.0	p		1982.0
025C04	50.0	1.0			Kyak Bay	w	19.0
025C05	50.0	1.0			Plover Islands	e	19.0	p		1982.0
025C05	50.0	1.0			Plover Islands	w	19.0
025C08	50.0	1.0			Bray Hill		19.0	m		2001.0
025C09	50.0	1.0			Singer Point		19.0	m		2001.0
025C12	50.0	1.0			Baie de Rozière	e	19.0	p		1982.0
025C12	50.0	1.0			Baie de Rozière	w	19.0
025C13	50.0	1.0			Diana Bay	e	19.0	p		1982.0
025C13	50.0	1.0			Diana Bay	w	19.0
025C14	50.0	1.0			Eider Islands	w	19.0	p		1982.0
025D01	50.0	2.0			Kangirsuk		19.0	p		1997.0
025D01	50.0	1.0	Provisional  ;	QC	Payne Bay	e	19.0	m	1953.0	1961.0	edited to Payne Bay from Kangirsuk, per map in hand ;			minor yellowing right border ;
025D01	50.0	1.0	Provisional  ;	QC	Payne Bay	w	19.0	m	1953.0	1961.0	edited to Payne Bay from Kangirsuk, per map in hand ;			minor yellowing right border ;
025D02	50.0	1.0			Lac Trempe	e	19.0	p		1982.0
025D02	50.0	1.0			Lac Trempe	w	19.0
025D03	50.0	1.0			Pointe Akuliaq		19.0	m		1979.0
025D04	50.0	1.0			Îles Urpituuq		19.0	m		1979.0
025D05	50.0	1.0			Lac Qamanialuk		19.0	m		1979.0
025D06	50.0	1.0			Lac Luiller		19.0	m		1979.0
025D07	50.0	1.0			Lac Ammaluttuuq	e	19.0	p		1982.0
025D07	50.0	1.0			Lac Ammaluttuuq	w	19.0
025D08	50.0	1.0			Lac Roberts	e	19.0	p		1982.0
025D08	50.0	1.0			Lac Roberts	w	19.0
025D09	50.0	1.0			Lac Tasiruluk	e	19.0	p		1982.0
025D09	50.0	1.0			Lac Tasiruluk	w	19.0
025D10	50.0	1.0			Lac Nagvaraaluk	e	19.0	p		1982.0
025D10	50.0	1.0			Lac Nagvaraaluk	w	19.0
025D11	50.0	1.0			Lac Saint Gervais		19.0	m		1979.0
025D12	50.0	1.0			Lac Kuugaup		19.0	m		1979.0
025D13	50.0	1.0			Lac Dinel		19.0	m		1979.0
025D14	50.0	1.0			Lac Buet		19.0	m		1979.0
025D15	50.0	1.0			Lac Latourette	e	19.0	p		1982.0
025D15	50.0	1.0			Lac Latourette	w	19.0
025D16	50.0	1.0			Lac Brochin	e	19.0	p		1982.0
025D16	50.0	1.0			Lac Brochin	w	19.0
025E01	50.0	1.0			Pointe Jean Talon	e	19.0	p		1982.0
025E01	50.0	1.0			Pointe Jean Talon	w	19.0
025E02	50.0	1.0			Pointe de Tracy	e	19.0	p		1982.0
025E02	50.0	1.0			Pointe de Tracy	w	19.0
025E03	50.0	1.0			Pointe Upirngivik		19.0	m		1979.0
025E04	50.0	1.0			Rivière Masset		19.0	m		1979.0
025E05	50.0	1.0		QC	Whitley Bay	e	19.0	 		1982.0
025E05	50.0	1.0	Provisional  ;	QC	Whitley Bay	w	19.0	m	1958.0	1962.0
025E11	50.0	1 ase	Provisional  ;	QC	Wakeham Bay		19.0	m	1958.0	1962.0	edited to Wakeham Bay from Kangiqsujuaq, per map in hand ;	E11w + E12e ?		minor yellowing ;
025E12	50.0	2.0			Kangiqsujuaq		19.0	p		1997.0
025E12	50.0	1.0			Kangiqsujuaq		19.0
025E12	50.0	1 ase	Provisional  ;	QC	Wakeham Bay		19.0	m	1958.0	1962.0	edited to Wakeham Bay from Kangiqsujuaq, per map in hand ;	E11w + E12e ?		minor yellowing ;
025E12	50.0	1.0		QC	Wakeham Bay	e	19.0	 		 	edited to Wakeham Bay from Kangiqsujuaq, per west sheet ;
025E12	50.0	1 ase	Provisional  ;	QC	Wakeham Bay	w	19.0	p	1958.0	1962.0	edited to Wakeham Bay from Kangiqsujuaq, per map in hand ;			minor yellowing ;
025F03	50.0	1.0	Provisional  ;	QC/NT	Cape Hopes Advance		19.0	m	1953.0	1962.0	edited to Cape Hopes Advance from Quaqtaq, per map in hand ;	F04e + F03w
025F04	50.0	1.0	Provisional  ;	QC/NT	Cape Hopes Advance		19.0	m	1953.0	1962.0	edited to Cape Hopes Advance from Quaqtaq, per map in hand ;	F04e + F03w
025F04	50.0	1.0		QC/NT	Cape Hopes Advance	e	19.0	m	1953.0	1962.0	edited to Cape Hopes Advance from Quaqtaq, per west sheet ;
025F04	50.0	1.0	Provisional  ;	QC/NT	Cape Hopes Advance	w	19.0	m	1953.0	1962.0	edited to Cape Hopes Advance from Quaqtaq, per map in hand ;
025F04	50.0	2.0			Quaqtaq		19.0	p		1997.0
025H06	50.0	1.0			[Untitled]		20.0	m		1991.0
025H07	50.0	1.0			Resolution Harbour		20.0	m		1991.0
025H10	50.0	1.0			Cape Warwick		20.0	m		1991.0
025H11	50.0	1.0			[Untitled]		20.0	m		1991.0
025H13	50.0	1.0			Lower Savage Islands		20.0	m		1992.0
025H14	50.0	1.0			Black Bluff		20.0	m		1992.0
025H15	50.0	1.0			[Untitled]		20.0	m		1992.0
025K11	50.0	1.0			Shaftesbury Inlet		19.0	m		1990.0
025K12	50.0	2.0			Cape Wight		19.0	m		2003.0
025K12	50.0	1.0			Cape Wight		19.0
025K13	50.0	1.0			Kimmirut		19.0	m		1989.0
025K14	50.0	1.0			[Untitled]		19.0	m		1990.0
025L09	50.0	1.0			High Bluff Island		19.0	p		1967.0
025L10	50.0	1.0			Ashe Inlet		19.0	p		1967.0
025L14	50.0	1.0			Emma Island		19.0	p		1967.0
025L15	50.0	1.0			Fisher Harbour		19.0	p		1967.0
025L16	50.0	1.0			Beaulieu Bay		19.0	p		1967.0
025M01	50.0	1.0			[Untitled]		19.0	m		1991.0
025M02	50.0	1 mce		NT	Noel Harbour		19.0	m		1981.0
025M03	50.0	1 mce		NT	Olga River		19.0	m		1981.0
025M04	50.0	1 mce		NT	District of Franklin		19.0	m		1981.0
025M05	50.0	1 mce		NT	Wharton Harbour		19.0	m		1982.0				tears to right and bottom edges, some minor folds ;
025M06	50.0	1 mce		NT	District of Franklin		19.0	m		1981.0				 minor fold right corner ;
025M07	50.0	1 mce		NT	District of Franklin		19.0	m		1981.0	edited to Franklin District from Ramsay River, per map in hand ;			 minor fold right corner, a few minor tears to periphery ;
025M08	50.0	1.0			[Untitled]		19.0	a		1971.0
025M09	50.0	1.0			[Untitled]		19.0	a		1971.0
025N01	50.0	1.0			Eggleston Bay		19.0	m		2001.0
025N02	50.0	1.0			[Untitled]		19.0	m		2001.0
025N03	50.0	1.0			[Untitled]		19.0	m		1990.0
025N04	50.0	1.0			Mount Moore		19.0	m		1990.0
025N05	50.0	1.0			Mount Joy		19.0	a		1971.0
025N06	50.0	1.0			[Untitled]		19.0	a		1971.0
025N07	50.0	1.0			[Untitled]		19.0	a		1971.0
025N08	50.0	1.0			Cape Rammelsberg		19.0	a		1971.0
025N09	50.0	3.0		NU	Burton Bay		19.0	m	2000.0	2001.0				minor tears and folds to periphery ;
025N09	50.0	2 mce	Photomap ;	NT	Burton Bay		19.0	a	1976.0	1979.0
025N09	50.0	2.0		NT	Burton Bay		19.0	m	1962.0	1964.0			c.1-2	c.2 yellowing, minor  tears to periphery ;
025N09	50.0	1.0		NT	Burton Bay		19.0	m	1958.0	1958.0
025N10	50.0	2.0		NU	Hill Island		19.0	p	2000.0	2001.0
025N10	50.0	2 mce	Photomap ;	NT	Hill Island		19.0	a	1976.0	1979.0				minor yellowing right border, major fold top border ;
025N10	50.0	1.0		NT	Hill Island		19.0	m	1962.0	1964.0			c.1-2	minor yellowing, c.2 tears to periphery ;
025N11	50.0	2 mce	Photomap ; Metric ;	NT	Kynersley Lake		19.0	a		1979.0
025N11	50.0	1 ase		NT	Kynersley Lake		19.0	m	1958.0	1964.0			c.1-2	c.2 no edge binding, minor tear, minor folds and yellowing to periphery ;
025N12	50.0	1.0			[Untitled]		19.0	a		1971.0
025N13	50.0	1.0			Qasitujuak Lake		19.0	m		2001.0
025N14	50.0	2 mce	Photomap ; Metric ;	NT	Jordan River		19.0	a		1979.0
025N14	50.0	1 ase		NT	Jordan River		19.0	m	1958.0	1964.0			c.1-2	c.2 no edge binding, minor folds and yellowing to periphery ;
025N15	50.0	2 mce	Photomap ; Metric ;	NT	Frobisher		19.0	a		1979.0	 			minor tear, folds and stain right border, minor yellowing ;
025N15	50.0	1.0		NT	Frobisher		19.0	m	1962.0	1964.0	edited to Frobisher from Iqaluit, per map in hand ;		c.1-2	c.1 minor yellowing ; c.2 no edge binding, lacuna left border, yellowing to periphery ;
025N15	50.0	2.0		NT	Iqaluit		19.0	m	2000.0	2001.0
025N16	50.0	1.0			[Untitled]		19.0
025N16	50.0	2 mce	Photomap ; Metric ;	NT	Baffin Island		19.0	a	1958.0	1979.0
025N16	50.0	2.0	Metric ;	NT	No Title		19.0	m	2000.0	2001.0
025O12	50.0	1.0			Cornelia Channel		19.0	a		1971.0
025O12	50.0	1.0		NT	Cornelia Channel		19.0	m	1958.0	1964.0			c.1-2	c.2 no edge binding, yellowing, minor tears and folds to periphery, yellow staining verso ;
025O13	50.0	1.0			Hall Peninsula		19.0	a		1971.0
026C01	50.0	1.0			[Untitled]		19.0	m		1991.0
026C01	50.0	2 mce	Photomap ; Metric ;	NT	Baffin Island		19.0	a	1958.0	1979.0	 			minor yellowing ;
026C02	50.0	1.0			[Untitled]		19.0	m		1991.0
026C02	50.0	2 mce	Photomap ; Metric ;	NT	Baffin Island		19.0	a	1958.0	1979.0	 			minor yellowing right border ;
026C03	50.0	2 mce	Photomap ; Metric ;	NT	Anakudluk Lake		19.0	a	1958.0	1979.0
026C03	50.0	1.0			Anakudluk Lake		19.0	m		1991.0
026H01	50.0	1 mce	Metric ;	NT	Abraham Bay		20.0	m		1982.0	 			major fold left border outside map surface, minor folds ;
026H02	50.0	1 mce	Metric ;	NT	Queens Cape		20.0	m		1981.0	 			major fold left border outside map surface, minor folds ;
026H03	50.0	1 mce	Metric ;	NT	Shomeo Point		20.0	m		1981.0	 	H03 + H06		major fold left border, minor folds, minor stains verso ;
026H06	50.0	1 mce	Metric ;	NT	Shomeo Point		20.0	m		1981.0	 	H03 + H06		major fold left border, minor folds, minor stains verso ;
026H07	50.0	1 mce	Metric ;	NT	Kumlien Fiord		20.0	m		1981.0	 			major fold left border outside map surface, minor folds ;
026H08	50.0	1 mce	Metric ;	NT	Ujuktuk Fiord		20.0	m		1982.0	 			major fold left border outside map surface ;
026H10	50.0	1 mce	Metric ;	NT	District of Franklin		20.0	m		1981.0	 			major fold left border outside map surface, minor folds, tears, yellowing ;
026H11	50.0	1 mce	Metric ;	NT	Iqalujjuaq Fiord		20.0	m		1981.0	 			major fold left border outside map surface and minor yellowing ;
026H12	50.0	1 mce	Metric ;	NT	Kekerten Island		20.0	m		1980.0	 			tear bottom border, minor yellowing, minor folds right border ;
026H13	50.0	1 mce	Metric ;	NT	Kekertukdjuak Island		20.0	m		1980.0
026H13	50.0	1 mce	Photomap ;	NT	Kekertukdjuak Island		20.0	a	1958.0	1973.0
026H14	50.0	1 mce	Photomap ; 	NT	Baffin Island		20.0	a	1958.0	1973.0	 			minor yellowing ;
026H14	50.0	1 mce	Metric ;	NT	District of Franklin		20.0	m		1980.0
026H15	50.0	1.0			[Untitled]		20.0	a		1973.0
026I02	50.0		 		Kingnait Fiord		20.0	 	 	1973.0
026I03	50.0	1 mce	Metric ;	NT	Kingnait Harbour		20.0	m		1980.0
026I03	50.0	1 mce	Photomap ;	NT	Kingnait Harbour		20.0	a	1959.0	1973.0				yellowing ;
026I04	50.0	1 mce		NT	Pangnirtung		20.0	m		1980.0				yellowing ;
026I04	50.0	1 mce	Photomap ;	NT	Pangnirtung		20.0	a	1972.0	1973.0				yellowing, minor tears, folds right border, tear bottom border ;
026I05	50.0	1 mce	Metric ;	NU	Moon Peak		20.0	p	1990.0	1994.0				tear bottom border, minor fold and minor stain right corner ;
026I05	50.0	1 mce	Photomap ;	NT	Moon Peak		20.0	a	1958.0	1973.0				minor yellowing a few minor folds ;
026I06	50.0	1.0		 	Overlord Peak		20.0	p	 	1999.0
026I06	50.0	1 mce	Metric ;	NT	Overlord Peak		20.0	p	1990.0	1994.0				major fold left border outside map surface ;
026I06	50.0	1 mce	Photomap ;	NT	Overlord Peak		20.0	a	1959.0	1973.0				minor yellowing a few minor folds ;
026I07	50.0	1 mce	Photomap ;	NT	Baffin Island		20.0	a		1973.0	edited to Baffin Island from Akioktuq Lake, per map in hand ;			yellowing ;
026I09	50.0	1 mce	Metric ;	NU 	Circle Lake		20.0	p		1994.0				minor tear bottom edge and minor fold bottom left corner ;
026I10	50.0	1 mce	Metric ;	NU 	Mount Fleming		20.0	p		1994.0				minor folds top left border ;
026I11	50.0	1.0			Mount Asgard		20.0	p		1994.0
026I12	50.0	1.0			Qijuttaaqanngittuq Valley		20.0	p		1994.0
026I13	50.0	1.0			[Untitled]		20.0	p		1994.0
026I14	50.0	1.0			Tête Blanche		20.0	p		1994.0
026I15	50.0	1.0			[Untitled]		20.0	p		1994.0
026I16	50.0	1 mce	Metric ;	NU 	Avalikong Lake		20.0	p		1994.0
026J01	50.0	1 mce	Metric ;	NT	Sanigut Islands		19.0	m		1980.0	 	J01 + J02
026J01	50.0	1 mce	Metric ;	NT	Sanigut Islands		19.0	m		1980.0	 	J01 + J02
026J07	50.0	1 mce	Metric ;	NT	Kekertelung Island		19.0	m		1981.0				minor folds at corners ;
026J08	50.0	1 mce	Metric ;	NT	District of Franklin		19.0	m		1981.0
026J09	50.0	1.0			[Untitled]		19.0	p		1994.0
026J15	50.0	1.0			[Untitled]		19.0	m		1994.0
026J16	50.0	1.0			[Untitled]		19.0	m		1994.0
026O09	50.0	1.0			[Untitled]		19.0	p		1994.0
026O10	50.0	1.0			[Untitled]		19.0	p		1994.0
026O11	50.0	1.0			[Untitled]		19.0	p		1994.0
026O12	50.0	1.0			[Untitled]		19.0	p		1994.0
026O13	50.0	1.0			[Untitled]		19.0	p		1994.0
026O14	50.0	1.0			[Untitled]		19.0	p		1994.0
026O15	50.0	1.0			[Untitled]		19.0	p		1994.0
026O16	50.0	1.0			[Untitled]		19.0	p		1994.0
026P01	50.0	1 mce	Metric ;	NT	District of Franklin		20.0	m		1983.0	edited to District of Franklin from North Pangnirtung Fiord, per map in hand ;
026P08	50.0	2.0			Kingnelling Fiord		20.0	p		2005.0
026P08	50.0	1 mce	Metric ;	NT	Kingnelling Fiord		20.0	m		1983.0	 			 minor folds left border ;
026P09	50.0	2.0			Broughton Harbour		20.0	p		2005.0
026P09	50.0	1 mce	Metric ;	NT	Broughton Harbour		20.0	m		1983.0
026P10	50.0	1 mce	Metric ;	NT	District of Franklin		20.0	m		1983.0	edited to District of Franklin from Maujatuuq Fiord, per map in hand ;	 		minor yellowing, minor folds bottom border ;
026P11	50.0	1.0			Quajon Fiord		20.0	m		1983.0
026P13	50.0	1.0			[Untitled]		20.0	m		1983.0
026P14	50.0	1.0			[Untitled]		20.0	m		1983.0
026P15	50.0	1.0			Idjuniving Island		20.0	m		1983.0
027A02	50.0	1.0			Alikdjuak Island		20.0	m		1983.0
027B13	50.0	1.0			[Untitled]		19.0	m		1991.0
027C12	50.0	1.0			Generator Lake		19.0	p		1969.0
027C13	50.0	1.0			Sam Ford River		19.0	p		1969.0
027F07	50.0	1.0			Down Fall Island		19.0	m		2001.0
027F08	50.0	1.0			Clyde River		19.0	m		1989.0
027F09	50.0	1.0			Cape Christian		19.0	m		2001.0
027F10	50.0	1.0			Ravenscraig Harbour		19.0	m		1989.0
027F13	50.0	1.0			Natsiaq Peak		19.0	p		2005.0
027F14	50.0	1 mce	Metric ;	NT	Hanging Ice Lake		12.0	m		1986.0
027F14	50.0	1.0			Hangover Hill		19.0	p		2005.0
027G03	50.0	1.0			Qaqulluit Nuvua		19.0	p		2005.0
027G04	50.0	1.0			Pilattuaq		19.0	p		2005.0
030L13	50.0	7.0			Dunnville		17.0	p		1996.0
030L13	50.0	6 mce		ON	Dunnville		17.0	p	1980.0	1983.0				major fold centre, minor folds to corners, tears and folds bottom edge ;
030L13	50.0	5 mce		ON	Dunnville		17.0	p	1976.0	1976.0				major fold centre, minor folds and tear bottom edge,  yellowing ;
030L13	50.0	4 mce		ON	Dunnville		17.0	p	1965.0	1973.0				major fold left side, yellowing ;
030L13	50.0	3.0		ON	Dunnville	e	17.0	p		1952.0				minor yellowing ;
030L13	50.0	3.0		ON	Dunnville	w	17.0	p		1952.0				minor yellowing ;
030L13	50.0	2.0			Dunnville		17.0
030L13	50.0	1.0			Dunnville		17.0
030L13	63.0	 		ON	Dunnville		17.0	p		1938.0				cloth backing, yellowing, minor staining bottom half of sheet ;
030L13	63.0	 	 	ON	Dunnville		17.0	p		1905.0				major folds, minor tape mends bottom edge, tear bottom edge and top right corner, minor stains verso ;
030L14	50.0	7.0			Welland		17.0	p		1996.0
030L14	50.0	6.0			Welland		17.0
030L14	50.0	5 mce		ON	Welland		17.0	p	1976.0	1978.0				major folds right quadrant, minor folds to borders and right corner, minor tear top left corner ;
030L14	50.0	4 mce		ON	Welland		17.0	p	1965.0	1973.0				major fold right edge, minor yellowing ;
030L14	50.0	3.0	 	ON	Welland	e	17.0	p	1953.0	1953.0
030L14	50.0	3.0	 	ON	Welland	w	17.0	p	1953.0	1953.0
030L14	50.0	2.0			Welland		17.0
030L14	50.0	1.0			Welland		17.0
030L14	63.0	 		ON	Welland		17.0	p	1936.0	1938.0				top of sheet sheared off (not map surface), cloth backing, yellowing to periphery ;
030L15	50.0	5.0			Fort Erie		17.0	p		1994.0
030L15	50.0	4.0			Fort Erie		17.0
